품종,시장,법인,광역산지,시군산지,도매가격(원/kg),연,월
자주양파,대구북부도매,대구중앙청과,대구,대구중구,527.23,21,05
자주양파,대구북부도매,대구중앙청과,전남,무안,513.08,21,05
자주양파,대구북부도매,효성청과,제주,제주,500.00,21,05
자주양파,대구북부도매,대양청과,제주,제주,511.36,21,05
자주양파,대구북부도매,대양청과,경남,창원의창,575.00,21,05
자주양파,부산엄궁도매,부산청과,경남,창녕,863.95,21,05
자주양파,부산엄궁도매,부산청과,경남,창원의창,1146.53,21,05
자주양파,부산엄궁도매,부산청과,경남,밀양,445.45,21,05
자주양파,서울강서도매,농협강서,전남,무안,657.46,21,05
자주양파,광주각화도매,광주중앙청과,전남,고흥,588.17,21,05
자주양파,광주각화도매,광주중앙청과,전남,무안,684.86,21,05
자주양파,광주각화도매,광주청과,전남,무안,622.81,21,05
자주양파,광주각화도매,광주중앙청과,전남,함평,1041.81,21,05
자주양파,광주각화도매,광주원예농협,전남,고흥,550.70,21,05
자주양파,광주각화도매,광주원예농협,전남,해남,694.85,21,05
자주양파,광주각화도매,광주청과,전남,장흥,644.41,21,05
자주양파,광주각화도매,광주중앙청과,전북,고창,879.38,21,05
자주양파,광주각화도매,광주원예농협,전남,무안,625.00,21,05
자주양파,광주각화도매,광주청과,전남,함평,603.00,21,05
자주양파,광주각화도매,광주원예농협,전남,함평,657.78,21,05
자주양파,광주각화도매,광주원예농협,광주,광주북구,500.00,21,05
자주양파,광주각화도매,광주중앙청과,전남,장흥,519.23,21,05
자주양파,광주각화도매,광주중앙청과,광주,광산,500.00,21,05
자주양파,인천삼산도매,인천원협삼산,전남,무안,893.65,21,05
자주양파,부산반여도매,부산중앙청과,전남,여수,1067.80,21,05
자주양파,부산반여도매,동부청과,전남,고흥,599.89,21,05
자주양파,부산반여도매,동부청과,경남,창원의창,678.12,21,05
자주양파,부산반여도매,부산중앙청과,경남,창녕,840.80,21,05
자주양파,부산반여도매,동부청과,경남,거제,798.56,21,05
자주양파,부산반여도매,부산중앙청과,전남,고흥,842.11,21,05
자주양파,부산반여도매,부산중앙청과,강원,평창,661.69,21,05
자주양파,부산반여도매,동부청과,경남,창녕,711.31,21,05
자주양파,부산반여도매,동부청과,경남,밀양,655.92,21,05
자주양파,대전노은도매,대전중앙청과,전남,여수,884.97,21,05
자주양파,대전노은도매,대전중앙청과,전남,무안,720.88,21,05
자주양파,대전오정도매,대전청과,경남,함양,643.83,21,05
자주양파,대전오정도매,농협대전,경남,창녕,842.00,21,05
자주양파,대전오정도매,농협대전,전남,여수,721.33,21,05
자주양파,대전오정도매,대전청과,전남,여수,752.50,21,05
자주양파,대전오정도매,대전청과,경남,창녕,915.24,21,05
자주양파,대전오정도매,대전청과,전남,무안,773.58,21,05
자주양파,대전오정도매,대전청과,충남,논산,529.75,21,05
자주양파,대전오정도매,농협대전,제주,제주,644.21,21,05
자주양파,대전오정도매,농협대전,충남,논산,1030.00,21,05
자주양파,인천남촌도매,인천원예농협남촌,전남,무안,785.60,21,05
자주양파,수원도매,수원청과물,충남,서산,666.67,21,05
자주양파,광주서부도매,호남청과,전남,무안,688.72,21,05
자주양파,청주도매,청주청과시장,전남,함평,937.50,21,05
자주양파,청주도매,청주청과시장,전남,무안,1180.30,21,05
자주양파,순천도매,순천남도청과,전남,고흥,578.64,21,05
자주양파,순천도매,순천남도청과,전남,여수,556.05,21,05
자주양파,순천도매,순천남도청과,전남,무안,620.00,21,05
자주양파,순천도매,순천남도청과,전남,보성,807.43,21,05
자주양파,익산도매,이리청과,전북,익산,820.38,21,05
자주양파,익산도매,익산원예농협,전북,익산,509.01,21,05
자주양파,익산도매,익산원예농협,전남,여수,576.25,21,05
자주양파,익산도매,익산원예농협,서울,송파,2013.86,21,05
자주양파,전주도매,전주원협,전북,전주덕진,682.82,21,05
자주양파,전주도매,전주원협,전남,여수,650.00,21,05
자주양파,전주도매,전주원협,전남,무안,700.00,21,05
자주양파,전주도매,전주원협,전북,완주,559.21,21,05
자주양파,전주도매,전주원협,서울,송파,2476.00,21,05
자주양파,창원내서도매,마산청과시장,경남,창원마산회원,709.54,21,05
자주양파,창원내서도매,마산청과시장,경남,창원진해,659.42,21,05
자주양파,창원내서도매,마산청과시장,경남,함안,609.51,21,05
자주양파,창원내서도매,마산청과시장,경남,거제,660.37,21,05
자주양파,창원내서도매,마산청과시장,경남,창녕,664.29,21,05
자주양파,안양도매,안양원협,전남,무안,863.28,21,05
자주양파,강릉도매,강릉농산물,전남,무안,1281.02,21,05
자주양파,강릉도매,강릉농산물,경남,진주,2500.00,21,05
자주양파,포항도매,대구경북능금원협,경북,포항북,965.28,21,05
자주양파,구미도매,구미농협,경북,구미,785.86,21,05
자주양파,정읍도매,정읍원협,전북,정읍,543.65,21,05
양파(임시),정읍도매,정일청과,전북,정읍,560.43,21,05
양파(임시),정읍도매,정일청과,광주,광주북구,1098.54,21,05
양파(임시),정읍도매,정일청과,전남,무안,561.71,21,05
양파(임시),정읍도매,정일청과,전북,부안,387.04,21,05
양파(임시),정읍도매,정일청과,전북,고창,600.00,21,05
깐양파,서울가락도매,중앙청과,경기,안성,1133.87,21,05
깐양파,서울가락도매,중앙청과,경기,양주,1059.13,21,05
깐양파,서울가락도매,한국청과,전남,영암,1112.98,21,05
깐양파,서울가락도매,한국청과,전남,나주,439.27,21,05
깐양파,서울가락도매,중앙청과,전남,무안,1200.00,21,05
깐양파,서울가락도매,한국청과,경남,창녕,610.00,21,05
깐양파,서울가락도매,중앙청과,경기,여주,503.54,21,05
깐양파,대전오정도매,농협대전,경남,합천,350.00,21,05
깐양파,인천남촌도매,대인농산,인천,남동,625.00,21,05
깐양파,광주서부도매,농협광주,광주,광주서구,808.14,21,05
깐양파,익산도매,익산원예농협,전북,완주,962.43,21,05
깐양파,익산도매,익산원예농협,전북,익산,559.70,21,05
깐양파,강릉도매,강릉농산물,충남,서산,1165.45,21,05
깐양파,강릉도매,강릉농산물,서울,송파,1306.25,21,05
깐양파,강릉도매,강릉농산물,전남,무안,1176.19,21,05
깐양파,춘천도매,춘천원협,강원,춘천,1358.25,21,05
깐양파,원주도매,원주원협,전남,목포,1100.00,21,05
깐양파,충주도매,충북원협충주,서울,서울중구,1177.35,21,05
깐양파,충주도매,충주중원청과,충북,제천,1093.40,21,05
깐양파,충주도매,충주중원청과,충북,충주,943.68,21,05
깐양파,정읍도매,정일청과,광주,광주북구,1758.20,21,05
양파(일반),서울가락도매,중앙청과,전남,무안,771.30,21,04
양파(일반),서울가락도매,동화청과,제주,제주,958.03,21,04
양파(일반),서울가락도매,중앙청과,제주,제주,988.10,21,04
양파(일반),서울가락도매,동화청과,전남,무안,801.71,21,04
양파(일반),서울가락도매,중앙청과,전남,고흥,801.01,21,04
양파(일반),서울가락도매,동화청과,전남,고흥,761.05,21,04
양파(일반),서울가락도매,동화청과,전남,함평,1009.35,21,04
양파(일반),서울가락도매,동화청과,전남,장흥,780.31,21,04
양파(일반),서울가락도매,중앙청과,전남,나주,886.13,21,04
양파(일반),서울가락도매,중앙청과,전북,고창,1025.71,21,04
양파(일반),서울가락도매,중앙청과,경기,안성,645.81,21,04
양파(일반),서울가락도매,중앙청과,경북,의성,720.83,21,04
양파(일반),서울가락도매,중앙청과,전남,장흥,842.50,21,04
양파(일반),서울가락도매,동화청과,경북,의성,689.58,21,04
양파(일반),서울가락도매,동화청과,전남,신안,684.55,21,04
양파(일반),서울가락도매,중앙청과,광주,광주남구,642.17,21,04
양파(일반),서울가락도매,동화청과,전남,여수,393.12,21,04
양파(일반),서울가락도매,동화청과,전북,익산,376.80,21,04
양파(일반),서울가락도매,중앙청과,경기,양주,1557.14,21,04
양파(일반),대구북부도매,효성청과,전남,고흥,660.28,21,04
양파(일반),대구북부도매,대구중앙청과,제주,제주,882.79,21,04
양파(일반),대구북부도매,대양청과,경북,영천,1489.11,21,04
양파(일반),대구북부도매,효성청과,전남,여수,502.96,21,04
양파(일반),대구북부도매,대구경북원예농협,전남,여수,884.91,21,04
양파(일반),대구북부도매,효성청과,경북,고령,662.20,21,04
양파(일반),대구북부도매,대구경북원예농협,전남,고흥,666.14,21,04
양파(일반),대구북부도매,대양청과,경남,거창,1289.38,21,04
양파(일반),대구북부도매,효성청과,충남,금산,574.46,21,04
양파(일반),대구북부도매,대구중앙청과,대구,대구중구,602.94,21,04
양파(일반),대구북부도매,대구경북원예농협,대구,대구북구,663.64,21,04
양파(일반),대구북부도매,대구중앙청과,경남,의령,1050.67,21,04
양파(일반),대구북부도매,대구중앙청과,경남,거제,656.60,21,04
양파(일반),대구북부도매,대구중앙청과,강원,평창,510.30,21,04
양파(일반),대구북부도매,대구중앙청과,경남,합천,804.50,21,04
양파(일반),대구북부도매,대구중앙청과,대구,달성,555.16,21,04
양파(일반),대구북부도매,대구경북원예농협,경북,칠곡,614.29,21,04
양파(일반),대구북부도매,대구중앙청과,경남,밀양,426.12,21,04
양파(일반),대구북부도매,효성청과,경북,칠곡,809.42,21,04
양파(일반),대구북부도매,대구경북원예농협,전남,해남,638.32,21,04
양파(일반),대구북부도매,대구중앙청과,경북,고령,716.00,21,04
양파(일반),대구북부도매,효성청과,전남,무안,325.00,21,04
양파(일반),대구북부도매,대양청과,경남,창녕,1333.33,21,04
양파(일반),대구북부도매,효성청과,경남,창녕,617.31,21,04
양파(일반),대구북부도매,대양청과,대구,대구중구,900.00,21,04
양파(일반),구리도매,인터넷청과,제주,서귀포,1000.82,21,04
양파(일반),구리도매,인터넷청과,전남,무안,728.60,21,04
양파(일반),구리도매,인터넷청과,제주,제주,817.75,21,04
양파(일반),구리도매,인터넷청과,전남,고흥,716.21,21,04
양파(일반),구리도매,인터넷청과,경북,안동,704.52,21,04
양파(일반),구리도매,인터넷청과,전남,함평,847.64,21,04
양파(일반),부산엄궁도매,부산청과,경남,창녕,960.71,21,04
양파(일반),서울강서도매,농협강서,전남,무안,1110.67,21,04
양파(일반),서울강서도매,농협강서,제주,제주,920.68,21,04
양파(일반),서울강서도매,농협강서,전남,고흥,919.44,21,04
양파(일반),서울강서도매,농협강서,전남,신안,572.06,21,04
양파(일반),서울강서도매,농협강서,경북,안동,869.68,21,04
양파(일반),서울강서도매,농협강서,경북,군위,632.22,21,04
양파(일반),서울강서도매,농협강서,경북,경산,933.33,21,04
양파(일반),서울강서도매,농협강서,경남,창원의창,581.76,21,04
양파(일반),서울강서도매,농협강서,전북,익산,533.33,21,04
양파(일반),광주각화도매,광주청과,전남,무안,787.33,21,04
양파(일반),광주각화도매,광주원예농협,광주,광주북구,825.67,21,04
양파(일반),광주각화도매,광주청과,광주,광주북구,880.65,21,04
양파(일반),광주각화도매,광주원예농협,전남,장흥,803.75,21,04
양파(일반),광주각화도매,광주원예농협,전남,여수,749.48,21,04
양파(일반),광주각화도매,광주청과,전남,함평,900.04,21,04
양파(일반),광주각화도매,광주청과,광주,광주남구,701.41,21,04
양파(일반),광주각화도매,광주원예농협,광주,광주서구,901.73,21,04
양파(일반),광주각화도매,광주원예농협,전남,해남,622.57,21,04
양파(일반),광주각화도매,광주청과,경남,진주,582.31,21,04
양파(일반),광주각화도매,광주원예농협,전남,고흥,770.82,21,04
양파(일반),광주각화도매,광주청과,전북,고창,1201.82,21,04
양파(일반),광주각화도매,광주청과,전남,해남,447.23,21,04
양파(일반),광주각화도매,광주청과,경남,합천,1395.00,21,04
양파(일반),광주각화도매,광주원예농협,전남,무안,891.42,21,04
양파(일반),광주각화도매,광주청과,전남,영암,607.37,21,04
양파(일반),광주각화도매,광주청과,전남,고흥,631.83,21,04
양파(일반),광주각화도매,광주원예농협,전남,함평,698.17,21,04
양파(일반),광주각화도매,광주청과,전남,여수,746.75,21,04
양파(일반),광주각화도매,광주청과,광주,광산,430.00,21,04
양파(일반),광주각화도매,광주청과,전남,담양,1202.32,21,04
양파(일반),광주각화도매,광주청과,전남,곡성,544.09,21,04
양파(일반),광주각화도매,광주청과,전남,장흥,459.69,21,04
양파(일반),광주각화도매,광주청과,전남,신안,548.44,21,04
양파(일반),광주각화도매,광주청과,전북,부안,1283.00,21,04
양파(일반),광주각화도매,광주원예농협,전남,나주,600.00,21,04
양파(일반),인천삼산도매,부평농산,제주,제주,977.18,21,04
양파(일반),인천삼산도매,경인농산,전남,무안,748.27,21,04
양파(일반),인천삼산도매,인천원협삼산,전남,무안,756.32,21,04
양파(일반),인천삼산도매,인천원협삼산,제주,제주,1014.94,21,04
양파(일반),인천삼산도매,경인농산,경북,문경,1247.71,21,04
양파(일반),인천삼산도매,경인농산,충남,예산,1059.52,21,04
양파(일반),인천삼산도매,경인농산,경북,안동,643.76,21,04
양파(일반),인천삼산도매,부평농산,전남,고흥,682.12,21,04
양파(일반),인천삼산도매,경인농산,제주,제주,836.90,21,04
양파(일반),인천삼산도매,인천원협삼산,경남,합천,974.02,21,04
양파(일반),인천삼산도매,부평농산,제주,서귀포,1060.67,21,04
양파(일반),인천삼산도매,부평농산,경남,합천,1236.45,21,04
양파(일반),인천삼산도매,부평농산,전남,무안,696.80,21,04
양파(일반),인천삼산도매,인천원협삼산,제주,서귀포,969.40,21,04
양파(일반),인천삼산도매,경인농산,전남,함평,660.36,21,04
양파(일반),인천삼산도매,부평농산,경북,의성,735.42,21,04
양파(일반),인천삼산도매,경인농산,경남,창원의창,666.08,21,04
양파(일반),인천삼산도매,경인농산,제주,서귀포,1011.13,21,04
양파(일반),인천삼산도매,부평농산,경북,군위,638.87,21,04
양파(일반),인천삼산도매,경인농산,경남,밀양,624.94,21,04
양파(일반),인천삼산도매,부평농산,인천,부평,1186.04,21,04
양파(일반),인천삼산도매,인천원협삼산,전남,여수,498.85,21,04
양파(일반),인천삼산도매,인천원협삼산,충남,논산,1155.89,21,04
양파(일반),인천삼산도매,경인농산,전북,김제,666.67,21,04
양파(일반),인천삼산도매,부평농산,충남,논산,931.31,21,04
양파(일반),인천삼산도매,인천원협삼산,전북,익산,661.29,21,04
양파(일반),부산반여도매,동부청과,전남,고흥,670.51,21,04
양파(일반),부산반여도매,동부청과,경남,거제,705.99,21,04
양파(일반),부산반여도매,농협반여,부산,연제,1250.00,21,04
양파(일반),부산반여도매,동부청과,전남,진도,472.80,21,04
양파(일반),부산반여도매,동부청과,강원,춘천,586.28,21,04
양파(일반),대전노은도매,대전원협,대전,유성,848.31,21,04
양파(일반),대전노은도매,대전원협,전남,고흥,687.07,21,04
양파(일반),대전노은도매,대전중앙청과,전남,무안,829.67,21,04
양파(일반),대전노은도매,대전중앙청과,전남,고흥,812.89,21,04
양파(일반),대전노은도매,대전원협,전남,무안,910.84,21,04
양파(일반),대전노은도매,대전원협,경북,의성,799.43,21,04
양파(일반),대전노은도매,대전중앙청과,전북,고창,1216.61,21,04
양파(일반),대전노은도매,대전원협,경남,합천,1226.89,21,04
양파(일반),대전노은도매,대전중앙청과,제주,제주,1110.38,21,04
양파(일반),대전노은도매,대전중앙청과,전남,장흥,559.92,21,04
양파(일반),대전노은도매,대전원협,제주,서귀포,997.63,21,04
양파(일반),대전노은도매,대전중앙청과,전남,함평,752.13,21,04
양파(일반),대전노은도매,대전중앙청과,제주,서귀포,1056.83,21,04
양파(일반),대전노은도매,대전원협,경북,영천,980.88,21,04
양파(일반),대전노은도매,대전중앙청과,전남,여수,846.30,21,04
양파(일반),대전노은도매,대전원협,제주,제주,957.39,21,04
양파(일반),대전노은도매,대전중앙청과,전남,신안,690.41,21,04
양파(일반),대전노은도매,대전중앙청과,전북,익산,652.61,21,04
양파(일반),대전노은도매,대전원협,경북,김천,644.49,21,04
양파(일반),대전노은도매,대전원협,대구,달성,651.62,21,04
양파(일반),대전노은도매,대전중앙청과,전북,김제,782.39,21,04
양파(일반),대전노은도매,대전중앙청과,경북,고령,620.43,21,04
양파(일반),대전노은도매,대전원협,부산,연제,514.02,21,04
양파(일반),대전노은도매,대전원협,경북,고령,1310.78,21,04
양파(일반),대전노은도매,대전중앙청과,경남,창원의창,491.70,21,04
양파(일반),대전노은도매,대전원협,충남,논산,664.23,21,04
양파(일반),대전노은도매,대전중앙청과,충남,논산,801.62,21,04
양파(일반),대전노은도매,대전원협,광주,광산,512.15,21,04
양파(일반),대전노은도매,대전원협,경남,함양,574.12,21,04
양파(일반),대전오정도매,농협대전,전남,고흥,741.70,21,04
양파(일반),대전오정도매,농협대전,제주,제주,1043.28,21,04
양파(일반),대전오정도매,대전청과,전남,무안,844.67,21,04
양파(일반),대전오정도매,대전청과,전남,고흥,813.30,21,04
양파(일반),대전오정도매,대전청과,제주,제주,966.03,21,04
양파(일반),대전오정도매,농협대전,대전,대덕,946.12,21,04
양파(일반),대전오정도매,농협대전,전남,무안,859.34,21,04
양파(일반),대전오정도매,대전청과,경북,경산,851.06,21,04
양파(일반),대전오정도매,대전청과,대구,대구중구,816.09,21,04
양파(일반),대전오정도매,농협대전,경남,함양,718.48,21,04
양파(일반),대전오정도매,대전청과,전남,신안,710.62,21,04
양파(일반),대전오정도매,농협대전,경북,의성,621.50,21,04
양파(일반),대전오정도매,대전청과,경남,합천,634.05,21,04
양파(일반),대전오정도매,농협대전,경북,경산,620.62,21,04
양파(일반),대전오정도매,대전청과,경남,창원의창,632.79,21,04
양파(일반),대전오정도매,대전청과,충남,금산,778.96,21,04
양파(일반),대전오정도매,대전청과,전남,여수,713.83,21,04
양파(일반),대전오정도매,농협대전,경북,군위,548.96,21,04
양파(일반),대전오정도매,농협대전,경북,문경,1178.00,21,04
양파(일반),대전오정도매,농협대전,경남,합천,937.69,21,04
양파(일반),대전오정도매,대전청과,제주,서귀포,1023.45,21,04
양파(일반),대전오정도매,농협대전,경남,창녕,598.75,21,04
양파(일반),대전오정도매,대전청과,전북,고창,528.40,21,04
양파(일반),대전오정도매,농협대전,대구,수성,661.67,21,04
양파(일반),대전오정도매,대전청과,경북,문경,1120.33,21,04
양파(일반),대전오정도매,대전청과,충남,서산,848.89,21,04
양파(일반),대전오정도매,농협대전,경남,거창,642.02,21,04
양파(일반),대전오정도매,농협대전,경남,의령,560.83,21,04
양파(일반),대전오정도매,대전청과,경남,창녕,594.18,21,04
양파(일반),대전오정도매,대전청과,경남,거창,516.00,21,04
양파(일반),대전오정도매,대전청과,전북,전주완산,737.80,21,04
양파(일반),인천남촌도매,인천원예농협남촌,제주,제주,844.96,21,04
양파(일반),인천남촌도매,인천원예농협남촌,전남,무안,831.46,21,04
양파(일반),인천남촌도매,대인농산,경북,의성,955.12,21,04
양파(일반),인천남촌도매,인천농산물,경북,의성,585.35,21,04
양파(일반),인천남촌도매,인천원예농협남촌,충남,예산,1397.02,21,04
양파(일반),인천남촌도매,대인농산,대구,달서,726.14,21,04
양파(일반),인천남촌도매,인천농산물,경북,문경,760.55,21,04
양파(일반),인천남촌도매,인천농산물,전남,무안,700.68,21,04
양파(일반),인천남촌도매,대인농산,전남,고흥,547.92,21,04
양파(일반),인천남촌도매,인천농산물,제주,제주,652.31,21,04
양파(일반),인천남촌도매,인천원예농협남촌,경남,합천,786.30,21,04
양파(일반),인천남촌도매,인천농산물,충남,예산,545.56,21,04
양파(일반),인천남촌도매,대인농산,충남,공주,703.46,21,04
양파(일반),인천남촌도매,대인농산,제주,서귀포,739.40,21,04
양파(일반),인천남촌도매,대인농산,제주,제주,791.55,21,04
양파(일반),인천남촌도매,인천원예농협남촌,충남,논산,1209.95,21,04
양파(일반),인천남촌도매,인천원예농협남촌,전남,여수,599.29,21,04
양파(일반),인천남촌도매,인천농산물,인천,남동,1200.00,21,04
양파(일반),수원도매,경기청과,제주,제주,938.70,21,04
양파(일반),수원도매,경기청과,경북,의성,1208.72,21,04
양파(일반),수원도매,경기청과,충남,논산,568.43,21,04
양파(일반),수원도매,경기청과,전북,익산,611.11,21,04
양파(일반),광주서부도매,농협광주,광주,광주서구,847.38,21,04
양파(일반),광주서부도매,농협광주,광주,광주남구,1019.50,21,04
양파(일반),광주서부도매,호남청과,전남,무안,579.14,21,04
양파(일반),광주서부도매,농협광주,전남,무안,535.84,21,04
양파(일반),광주서부도매,농협광주,전남,함평,956.50,21,04
양파(일반),광주서부도매,호남청과,전남,함평,842.55,21,04
양파(일반),광주서부도매,호남청과,전북,고창,787.94,21,04
양파(일반),광주서부도매,호남청과,광주,광산,711.76,21,04
양파(일반),광주서부도매,호남청과,전남,여수,872.00,21,04
양파(일반),광주서부도매,두레청과,전남,여수,814.09,21,04
양파(일반),광주서부도매,호남청과,전남,신안,636.76,21,04
양파(일반),광주서부도매,두레청과,전남,해남,475.97,21,04
양파(일반),광주서부도매,농협광주,경남,합천,1107.93,21,04
양파(일반),광주서부도매,농협광주,전남,고흥,714.44,21,04
양파(일반),광주서부도매,호남청과,부산,부산강서,1068.87,21,04
양파(일반),광주서부도매,농협광주,전남,신안,482.26,21,04
양파(일반),광주서부도매,호남청과,전남,해남,551.31,21,04
양파(일반),광주서부도매,호남청과,광주,광주남구,1173.57,21,04
양파(일반),광주서부도매,농협광주,전남,해남,333.48,21,04
양파(일반),광주서부도매,농협광주,전남,나주,840.20,21,04
양파(일반),광주서부도매,두레청과,전남,함평,782.13,21,04
양파(일반),광주서부도매,호남청과,전남,나주,626.97,21,04
양파(일반),광주서부도매,호남청과,전남,영광,686.57,21,04
양파(일반),광주서부도매,농협광주,전남,장성,608.51,21,04
양파(일반),광주서부도매,호남청과,전남,고흥,712.13,21,04
양파(일반),광주서부도매,호남청과,전북,남원,588.32,21,04
양파(일반),광주서부도매,농협광주,광주,광산,624.15,21,04
양파(일반),광주서부도매,호남청과,경기,안성,792.50,21,04
양파(일반),광주서부도매,두레청과,전남,고흥,436.39,21,04
양파(일반),광주서부도매,두레청과,전남,나주,1045.80,21,04
양파(일반),광주서부도매,농협광주,충남,아산,586.42,21,04
양파(일반),광주서부도매,농협광주,제주,제주,380.00,21,04
양파(일반),광주서부도매,농협광주,전북,남원,1221.37,21,04
양파(일반),광주서부도매,두레청과,전북,고창,506.62,21,04
양파(일반),광주서부도매,농협광주,전북,부안,336.13,21,04
양파(일반),광주서부도매,농협광주,전남,장흥,750.00,21,04
양파(일반),광주서부도매,호남청과,전남,장흥,610.00,21,04
양파(일반),광주서부도매,두레청과,충남,예산,595.00,21,04
양파(일반),광주서부도매,두레청과,전남,무안,709.16,21,04
양파(일반),광주서부도매,농협광주,전남,영암,468.06,21,04
양파(일반),광주서부도매,농협광주,전남,영광,489.42,21,04
양파(일반),광주서부도매,두레청과,전북,완주,900.00,21,04
양파(일반),광주서부도매,호남청과,서울,종로,666.67,21,04
양파(일반),안산도매,안산농산물,전남,무안,964.68,21,04
양파(일반),안산도매,안산농산물,제주,제주,1091.67,21,04
양파(일반),안산도매,안산농산물,제주,서귀포,1190.00,21,04
양파(일반),안산도매,안산농산물,경북,경산,595.14,21,04
양파(일반),청주도매,청주청과시장,전남,함평,1193.32,21,04
양파(일반),청주도매,청주청과시장,전남,무안,643.46,21,04
양파(일반),청주도매,청주청과시장,제주,제주,988.93,21,04
양파(일반),청주도매,청주청과시장,전북,익산,592.07,21,04
양파(일반),청주도매,청주청과시장,충북,청주상당,620.00,21,04
양파(일반),울산도매,울산중앙청과,제주,제주,957.22,21,04
양파(일반),울산도매,울산중앙청과,경남,의령,1119.05,21,04
양파(일반),울산도매,울산원예농협,부산,연제,639.99,21,04
양파(일반),울산도매,울산중앙청과,경남,진주,790.79,21,04
양파(일반),울산도매,울산원예농협,울산,울산남구,726.67,21,04
양파(일반),울산도매,울산중앙청과,전남,고흥,1031.20,21,04
양파(일반),울산도매,울산중앙청과,경북,영천,2228.57,21,04
양파(일반),울산도매,울산중앙청과,대구,대구중구,933.05,21,04
양파(일반),울산도매,울산중앙청과,경남,창원의창,573.83,21,04
양파(일반),울산도매,울산중앙청과,경남,창녕,945.53,21,04
양파(일반),울산도매,울산원예농협,전남,해남,551.95,21,04
양파(일반),순천도매,순천원협,전남,여수,634.19,21,04
양파(일반),순천도매,순천남도청과,경남,창녕,791.55,21,04
양파(일반),순천도매,순천원협,전남,고흥,577.41,21,04
양파(일반),순천도매,순천남도청과,전남,고흥,514.13,21,04
양파(일반),순천도매,순천남도청과,전남,여수,705.32,21,04
양파(일반),순천도매,순천원협,전북,남원,813.72,21,04
양파(일반),순천도매,순천원협,전남,순천,557.64,21,04
양파(일반),순천도매,순천남도청과,전남,무안,737.40,21,04
양파(일반),순천도매,순천남도청과,대구,대구동구,1228.00,21,04
양파(일반),순천도매,순천원협,전남,보성,523.82,21,04
양파(일반),순천도매,순천원협,전남,해남,551.79,21,04
양파(일반),순천도매,순천남도청과,전남,함평,1000.00,21,04
양파(일반),순천도매,순천남도청과,전남,보성,625.43,21,04
양파(일반),천안도매,천안청과,제주,제주,1004.42,21,04
양파(일반),천안도매,천안청과,경북,문경,1553.87,21,04
양파(일반),천안도매,천안청과,경북,의성,882.08,21,04
양파(일반),천안도매,천안청과,경남,합천,1485.66,21,04
양파(일반),익산도매,이리청과,전북,익산,888.80,21,04
양파(일반),익산도매,익산원예농협,전북,익산,720.75,21,04
양파(일반),익산도매,익산원예농협,전남,여수,714.08,21,04
양파(일반),익산도매,익산원예농협,전남,무안,1055.25,21,04
양파(일반),익산도매,익산원예농협,전북,전주완산,450.00,21,04
양파(일반),창원내서도매,창원원협,경남,거제,624.39,21,04
양파(일반),창원내서도매,창원원협,대구,달성,581.76,21,04
양파(일반),창원내서도매,창원원협,경남,의령,651.96,21,04
양파(일반),창원내서도매,창원원협,경남,경남고성,737.27,21,04
양파(일반),창원내서도매,창원원협,전남,여수,416.53,21,04
양파(일반),창원내서도매,창원원협,경남,남해,444.78,21,04
양파(일반),창원내서도매,창원원협,전남,화순,730.28,21,04
양파(일반),창원내서도매,창원원협,경남,창원의창,304.17,21,04
양파(일반),창원내서도매,창원원협,경남,창원마산회원,453.43,21,04
양파(일반),안양도매,안양농산물,경북,문경,1523.81,21,04
양파(일반),안양도매,안양농산물,전북,완주,950.00,21,04
양파(일반),창원팔용도매,농협창원,경남,창원의창,734.44,21,04
양파(일반),창원팔용도매,창원청과시장,경남,양산,908.60,21,04
양파(일반),창원팔용도매,창원청과시장,경남,창원의창,833.01,21,04
양파(일반),창원팔용도매,창원청과시장,경남,밀양,612.12,21,04
양파(일반),창원팔용도매,창원청과시장,전남,진도,841.01,21,04
양파(일반),창원팔용도매,창원청과시장,경남,김해,831.86,21,04
양파(일반),창원팔용도매,창원청과시장,경남,창원마산합포,1045.13,21,04
양파(일반),창원팔용도매,농협창원,경남,거제,706.87,21,04
양파(일반),창원팔용도매,창원청과시장,광주,광주동구,492.56,21,04
양파(일반),창원팔용도매,창원청과시장,전남,함평,1179.74,21,04
양파(일반),창원팔용도매,창원청과시장,강원,양양,518.52,21,04
양파(일반),창원팔용도매,창원청과시장,경남,합천,387.92,21,04
양파(일반),창원팔용도매,창원청과시장,경남,창녕,586.67,21,04
양파(일반),진주도매,진주중앙청과,제주,제주,1052.82,21,04
양파(일반),진주도매,진주농협,경남,진주,719.26,21,04
양파(일반),진주도매,진주중앙청과,충북,영동,615.89,21,04
양파(일반),진주도매,진주중앙청과,경북,고령,792.86,21,04
양파(일반),진주도매,진주중앙청과,경남,합천,850.00,21,04
양파(일반),진주도매,진주농협,전남,여수,654.19,21,04
양파(일반),진주도매,진주중앙청과,경남,함안,819.78,21,04
양파(일반),진주도매,진주중앙청과,전남,고흥,1000.00,21,04
양파(일반),진주도매,진주중앙청과,경남,진주,786.89,21,04
양파(일반),진주도매,진주중앙청과,경남,함양,766.67,21,04
양파(일반),강릉도매,강릉농산물,경남,합천,1041.72,21,04
양파(일반),강릉도매,강릉농산물,서울,송파,1594.55,21,04
양파(일반),강릉도매,강릉농산물,제주,제주,1667.17,21,04
양파(일반),강릉도매,강릉농산물,전남,무안,1119.14,21,04
